scene,item,bgimg,charimg,message,option,note,template,music,sc_name
4-4-1-3,,阿哲房間-夜.jpg,阿哲.png,"阿哲笑得非常燦爛，幾乎可以說是耀眼的程度。
我只覺得壓力山大。▼

團長:謝……謝？其實我來是想找你討論上次那件事情，包裹還卡在便利商店，我現在壓力超大……▼
阿哲:唔姆！是團長大人來拜託，當然沒問題。在下馬上去迪斯扣私訊團員討論賣帳號的事。▼
團長:阿哲，你會不會覺得這樣把帳號賣掉很可惜？你幾乎收集了所有的角色跟Skin，一定努力很久。害你就這樣賣掉換錢，我覺得很對不起你。▼
阿哲:……在下想跟團長大人說一件事。▼
阿哲:其實班上同學跟我好，常常都是因為要我帶練跟幫打。但是每次我想討論動漫或角色時，大家都一臉沒興趣的樣子。可能對同學來說，我其實就只是工具人而已，只有團長會真的跟我聊天。▼
阿哲突然換了稱呼，讓我嚇了一跳，他的表情看起來非常認真。▼
阿哲:其實，我早就知道聊天時你常常有聽沒有懂，但真的只有你會認真聽我說話，這件事我一直都很想跟你說謝謝。▼
阿哲:這次終於有我可以表現的時候，只是一個帳號，根本不算什麼！▼",,,,,
4-4-1-4,,阿哲房間-夜.jpg,阿哲.png,"
阿哲這麼說讓我有點心虛，其實我平常沒有很認真聽他說話，只要聽不懂的時候，我就只是看著他一臉放空，沒想到他居然讓他這麼挺我！▼
從現在開始，我們是麻吉！▼
團長:阿哲，你真是我的好麻吉！▼
阿哲:我們不只是麻吉，我們是親友，我們是ともだち！▼
偷摸大雞？不管了，反正一定是好朋友的意思。▼
在鬼娘、公主、女騎士、兔女郎的見證之下，我們成為了偷摸大雞，我們重重的擊掌，兩人的友情正在熊熊燃燒。▼
團長:我一定不會辜負你的心意，麻吉！▼
阿哲:沒問題！親友！我們上吧！▼",,,,,
4-4-1-5,迪斯扣群,阿哲房間-夜.jpg,discord_4415.gif,,,"血盟騎士團－哲:新人君，你之前484說過想玩玩看我的帳號？
 
血盟騎士團－新人:嗨，哲大！你的帳號什麼角色都有，玩起來一定超爽ㄉ！
 
血盟騎士團－哲:其實，我有個好朋友現在遇到了一點困難，需要用錢，你有興趣買我帳號嗎？
 
血盟騎士團－新人:有是有，但是這麼厲害的帳號很貴吧？
 
血盟騎士團－哲:嗯……如果8000的話，新人君OK嗎。
 
血盟騎士團－新人:8000？
 
血盟騎士團－新人:超ＯＫ！
 
血盟騎士團－哲:喔喔！謝謝你新人君！
 
血盟騎士團－新人:那哲大先借我帳號？我想先看一下裡面有哪些東西、剩多少鑽。
 
血盟騎士團－哲:截圖給你？
 
血盟騎士團－新人:我還是想直接看一下帳號，最近太多騙錢仔，小心至上。
 
血盟騎士團－哲:合理。▼
",msg_page.html,,
4-4-1-6,,阿哲房間-夜.jpg,阿哲.png,"阿哲:喔Ｋ～接下來只要給他帳密就搞定了。▼
團長:先等一下，阿哲你直接給人家帳密，會不會出事？▼
阿哲:我覺得應該還好？平常有事不能上線的時候，為了幫練，我們帳號其實都會借來借去，這個滿常見的。▼",,,,,
4-4-1-7,,,,"因為平常不太玩有公會的手遊，我不太確定這樣是不是真的「正常」，看著阿哲準備把帳密給人家，心情有點複雜。▼
","算了，別想太多，等阿哲把帳號賣掉，這件事情就搞定了。=>4-4-2
麻吉，危險！不應該給出帳密！=>4-4-6",4-4-2 阿哲結局,option.html,,
4-4-2,旁白,阿哲房間-夜.jpg,,阿哲哼著不知道哪部動畫的主題曲，敲著鍵盤輸入帳號密碼。▼,,,,,
4-4-2-1,迪斯扣群,阿哲房間-夜.jpg,discord_4421.gif,,,"----------------------------------------------------------------  
血盟騎士團－哲:好了，你看一下，登好了跟我說。▼
---------------------------------------------------------------- 

過了２０分鐘。▼
 
迪斯扣群  
----------------------------------------------------------------  
血盟騎士團－哲:新人君？哈囉？▼
---------------------------------------------------------------- 
",msg_page.html,,
4-4-2-2,,阿哲房間-夜.jpg,阿哲.png,"大事不妙！▼
團長:阿哲！你現在馬上登你的帳號看一下！▼
阿哲:在下馬上登入！▼
阿哲的遊戲登入畫面顯示「密碼錯誤，請重新輸入。」▼
阿哲:登登登登不進去！！他改了我的密碼！？▼
團長:阿哲你帳號有沒有綁定信箱還是手機？▼
阿哲:沒有……▼
阿哲無力的癱在椅子上，我也不知道該怎麼辦……
這時阿哲的迪斯扣突然響了。▼",,,,discord.mp3,
4-4-2-3,迪斯扣群,阿哲房間-夜.jpg,迪斯扣群畫面_4_4_3,,,"迪斯扣群  
----------------------------------------------------------------  
血盟騎士團－新人:嗨，哲大！你的帳號真的什麼都有，玩起來超～爽～ㄉ！
 
血盟騎士團－哲:為什麼你改密碼？
 
血盟騎士團－新人:我不知道你在說什麼（吹口哨）
 
血盟騎士團－哲:卑鄙！帳號還來！
 
血盟騎士團－新人:Baby？北七wwwwww
 
血盟騎士團－哲:帳號還來，不然我報警抓你！
 
血盟騎士團－新人:抱緊www最好抓得到喔喔喔～
 
血盟騎士團－新人:好啦，看在哲大這麼照顧我的面子上～
 
血盟騎士團－新人:給我一張1000塊點卡，帳號就還你～
 
血盟騎士團－新人:只等你半小時喔～▼
----------------------------------------------------------------",,,
4-4-2-4,旁白,阿哲房間-夜.jpg,,"剛剛的熱血氣氛好像從未存在似的一片安靜……
我悄悄地把阿哲的景品放到旁邊安全的地方擺好。
阿哲嘴巴開開的盯著電腦螢幕，有種他的靈魂從嘴巴裡跑出來的錯覺。▼
",,,,,
4-4-2-5,,阿哲房間-夜.jpg,阿哲.png,"團長:阿哲……這一千元我可以出啦……▼
阿哲:團長大人，我們不能向黑暗屈服。
阿哲:如果我們向黑暗妥協，我們就會被黑暗吞噬，這不是我的騎士道。▼
團長:我猜你的意思應該是，就算我們付錢，帳號可能也拿不回來？▼
阿哲:對……▼
人可以熱血，但是不能腦衝。
抱歉了阿哲，我連你最後想帥一把都沒幫上忙orz▼",,,,,
4-4-3,學校,學校門口-日.jpg,,,,,,,
4-4-3-1,旁白,學校門口-日.jpg,,"阿哲試著跟客服聯繫，希望能把帳號拿回來
但是因為他的遊戲帳號沒有綁定信箱跟手機，不知道帳號能不能拿得回來▼ 
新人君後來一直在迪斯扣挑釁阿哲，要阿哲買點卡來贖回帳號，但是阿哲都沒有屈服。▼ 
",,,,,
4-4-3-2,,學校門口-日.jpg,阿哲.png,"阿哲:要是現在放棄的話，比賽就結束了，帳號可以沒有，但騎士道不能輸。▼ 
雖然還是聽不太懂，但是滿帥的！▼ 
  
我對阿哲感到非常抱歉，但帳號沒了、包裹的問題也沒解決，事情越來越複雜。為了避免事情變得更糟，跟大家討論之後，我們決定一起去告訴老師。▼  ",,,,,
4-4-3-3,旁白,學校門口-日.jpg,"老師.png
阿哲.png","老師一臉平靜地問了我們幾個問題，像是什麼時候發生的、我們做了哪些事等。▼  
老師:為什麼現在才來跟老師講？▼  
阿哲:老師對不起……在下不知道網路的另一端……是敵人。▼  
老師:唉！這些都是學校之前宣導過的事情……若是把學校的宣導守住，你們是不是就能自由了呢？▼  
老師:總之先解決問題，其他事之後再討論，你們先回位子上，放學的時候來老師這邊集合。▼  ",,,extended.html,,
4-4-3-4,旁白,學校門口-日.jpg,,"老師去了學務處一趟，然後回來打了好幾通電話，應該是打給我們的爸媽。  
我緊張到手心都是汗，但如今也只能這樣。▼  
",,,,,
4-4-4,便利商店,便利商店.jpg,,,,便利商店(夕),,,
4-4-4-1,旁白,便利商店.jpg,,"放學後，我們就像母雞帶小雞一樣跟在老師的背後，去了我們常去取貨的便利商店。▼  
看到旁邊一直飄來好奇的目光，好丟臉！▼  
老師請店員拿包裹過來，店員一臉尷尬的看著我們，真的好丟臉！▼  
我的臉脹得通紅，偷瞄了一下大家，所有人都把頭低到最低，看來我並不孤單……  
我不敢再來這間店買東西了……▼  
老師請店員協助處理之後，花了一些時間跟我們解釋了什麼是包裹詐騙，以及網路安全的重要性。  
也跟我們解釋，買賣遊戲帳號其實並不合法，目前也沒有合法買賣的方式。帳號密碼是代表我們個人的重要資產，要好好保護。▼  
",,便利商店(夕),,,
4-4-4-2,旁白,便利商店.jpg,,"之後老師把我們一一送回家，並且告訴了家人這件事情的始末。  
我們全部都被家人狠狠地罵了一頓。▼  ",,便利商店(夕),,,
4-4-5,學校,學校門口-日.jpg,,,,,,,
4-4-5-1,旁白,學校門口-日.jpg,,"隔天來學校的時候，老師叫我們幾個集合。▼
在阿哲的父母同意之下，老師報警請警察協助處理阿哲帳號被騙走的這件事。然後也幫阿哲寫信聯絡客服，看能不能把帳號弄回來。並告訴我們迪斯扣裡面帳號互相借來借去其實很危險。▼
我問老師為什麼這麼熟練？老師笑笑地說他打遊戲比阿哲還強，突然覺得有點崇拜……
之後，阿哲拿回自己的帳號，但他的景品收藏被收進倉庫。▼
子柔的漫畫被沒收。▼  
阿高因為盜用了別人的帳號被禁足。▼  
小辛一言不發，一雙眼睛哭得腫腫的，我不敢多問。▼  
我們的帳號被沒收了，網拍幫正式解散。▼ 
 ",,,,,
4-4-5-2,,學校教室-日.jpg,黑幕,"事情結束了。  ▼
網拍幫的群組沒人再說過話。  
我們也不敢再去那間便利商店喝飲料聊天。  
感覺有點寂寞。▼  
   
往好處想，我們都平安，沒有發生更嚴重的事情，已經夠幸運了。  
但我總是不免去想，如果當初能夠做出其他選擇，事情會不會有不同的發展。▼  
   
電子信箱！
應該要確認帳號有沒有綁定電子信箱的。  
唉，網路好可怕。▼  ",,,,,
4-4-5-3,,黑幕,,終。,"重新開始=>play
再做一次選擇=>4-1-1",阿哲結局,option.html,,
4-4-6,,阿哲房間-夜.jpg,阿哲.png,"團長:麻吉，不！偷摸大雞！帳號不能給他！▼
阿哲:哪尼！？▼
團長:雖然我不知道為什麼要偷摸，但是學校其實有宣導過，帳號是不能給別人的啊啊啊！▼
阿哲:喔喔喔！▼
兩個人都不知道在熱血什麼，總之嗨起來就對了！！▼
我用右手遮住眼睛，用左眼用力地看著阿哲。▼
團長:我的第六感正在怒吼！給他帳號！一定會！出代誌唷喔喔！！▼
阿哲:你說的對喔喔喔！！！▼",,,,,
4-4-6-1,旁白,阿哲房間-夜.jpg,,"我跟阿哲累倒在地上喘大氣，熱血真的好累……▼
 
休息過後，我幫阿哲把景品收回箱子裡，彼此鞠躬道別後，朝夕陽走去。▼
這次，我一定會拯救你，取貨付款！▼

我想，此刻我的背影，肯定是非常的帥氣……▼
",(4-1-2),,,,
4-5,教室,學校教室-日.jpg,,,,,,,
4-5-1,旁白,學校教室-日.jpg,,"苦惱了這麼多天，我覺得如果要用最快又最安全的方法來解決現在的危機，肯定只剩小辛的照片了。
而且我還有隱藏的殺招！▼
就在我打算去找小辛時，小辛竟然主動來找我了！
我用力的跟小辛招手，得救了！▼",,,,,
4-5-1-1,,學校教室-日.jpg,小辛.png,"團長:小辛！（用力揮手）▼
小辛輕輕地向我招手。
就在我準備湊過去跟小辛說話時，小辛退後了一步。
於是我站在原地跟小辛說話。▼",,,,,
4-5-1-2,,學校教室-日.jpg,小辛.png,"團長:小辛～我想了很久，真的只能請你幫幫忙了……▼
小辛點點頭。▼
小辛:我知道，所以我來找你。▼
跟小辛說話必須非常認真聽，否則可能會聽不清楚，因為太小聲了。▼
小辛:如果是為了網拍幫，我可以答應一次。▼
團長:小辛謝謝你！幫了大忙。▼
小辛:下不為例，絕對絕對不會有下一次。▼
小辛用力說話的樣子有點可愛，害我有點分心。▼
小辛:這裡不方便，去我家吧。▼",,,,,
4-5-2,小辛房間,小辛房間-夜.jpg,,,,,,,
4-5-2-1,旁白,小辛房間-夜.jpg,,"我第一次來到小辛的房間，非常乾淨，牆壁上貼了一些樂團的海報。
房間角落有一面白牆，看來是她平常拍影片的背景。
奇怪的是，房間裡面沒有掛可愛的衣服、布偶或是其他可愛的裝飾品，我記得小辛明明買了不少，有點好奇。▼",,,,,
4-5-2-2,,小辛房間-夜.jpg,小辛.png,"團長:小辛，有件事我很好奇。
團長:為什麼你不拿可愛的衣服跟布偶來裝飾房間呢？▼
小辛把頭撇過去，我該不會說錯話了吧……▼
小辛:因為不適合。▼
團長:欸?▼
小辛:我個子太高、眼睛太小、臉又很臭，大家都怕我。
小辛:我喜歡穿黑黑的，會讓我很安心，沒有人會看我。
小辛:如果穿了不適合的衣服，大家會笑我，不喜歡。▼
我的天，這是我今年聽到小辛連續講最多話的一次，我應該要去抽樂透。▼",,,,,
4-5-2-3,,小辛房間-夜.jpg,小辛.png,"團長:你明明就長得很可愛。▼
小辛拿枕頭把臉遮住，然後拿另一顆枕頭丟我。▼
小辛:快點，賣照片！▼
團長:我有個想法，搞不好可以。▼
小辛:不要學我！▼
團長:你要不要賣我媽媽的照片，她在「面書」上放了一堆，隨便給那個什麼哥一張，你就不會曝光，也可以拿到錢了！▼
我這殺招真聰明！▼",,,,,
4-5-2-4,,小辛房間-夜.jpg,小辛.png,"小辛:不要。▼
團長:為什麼？▼
小辛:我不想讓粉以為我長得像你媽！▼
團長:可惜，我以為是個好方法。▼
我們兩個笑成一團，終於感覺比較不緊張了。▼
小辛坐在電腦前面把她的「兜音」帳號打開，私訊她說過的那個哥。▼",,,,,
4-5-2-5,,小辛房間-夜.jpg,tiktok_4525.gif,,,"辛迪家:👋🙂
狼若回頭:👋妳好，小辛！我真的很喜歡妳的舞蹈視頻！👍
辛迪家:😊 ！
狼若回頭:我之前提過想買妳本人長相的照片，妳考慮了嗎？💰
辛迪家:😓
哥:🙁沒關係，我尊重妳的決定。▼
",msg_page.html,,
4-5-2-6,,小辛房間-夜.jpg,小辛.png,"團長:感覺不是壞人耶！▼
小辛:我就討厭自己的樣子……▼
我不明白小辛為什麼會這樣想，但這讓我想到一個妙計。▼",,,,,
4-5-2-7,,小辛房間-夜.jpg,小辛.png,"團長:對啦！我想到了！▼
團長:妳傳戴著口罩的照片給他不就好了？▼
小辛瞪大眼睛，馬上回覆哥。▼",,,,,
4-5-2-8,,小辛房間-夜.jpg,tiktok_4528.gif,,,"辛迪家:😕👍📷💵？
狼若回頭:🤔妳是不是遇到了什麼困難？需要錢嗎？
狼若回頭:🙂如果妳願意賣照片，我ＯＫ喔！一張也行！▼
",msg_page.html,,
4-5-2-9,小辛房間,小辛房間-夜.jpg,小辛.png,"團長:就是現在！▼
小辛傳了他戴帽子跟口罩，露出一雙眼睛的照片給對方。▼
這下應該ＯＫ了吧！▼",,,,,
4-5-2-10,旁白,小辛房間-夜.jpg,,,,,,,
4-5-2-11,,小辛房間-夜.jpg,tiktok_45211.gif,,,"狼若回頭:太沒誠意了吧
狼若回頭:我要在留言區跟大家說辛迪家會騙粉絲
狼若回頭:大家都會知道辛迪家是個騙子
狼若回頭:除非你傳一張露臉的照片給我
狼若回頭:不然我保證你一定狂掉粉▼
",msg_page.html,,
4-5-2-12,旁白,小辛房間-夜.jpg,小辛.png,"我好像做錯事了，小辛也瞪著我。▼
小辛:我不要掉粉……▼
小辛很用心在經營自己的頻道，要是因為這樣掉粉，他一定會很傷心。▼
小辛:我挑一張安全的照片先傳給他好了▼
小辛從手機選了一張穿著羽絨衣的生活照，打算傳給那個哥。▼",,,,,
4-5-2-15,,小辛房間-夜.jpg,tiktok_45215.gif,,,"辛迪家:你保證只要我傳照片，你就不會鬧版？
狼若回頭:唉呦！辛迪家說話咧！
狼若回頭:保證啊！
辛迪家:📷💵👌？
狼若回頭:ＯＫ啊！
狼若回頭:這年頭訊息可以當作證據捏！
狼若回頭:網路訊息也有法律效益捏～
狼若回頭:看你好像需要幫忙才幫你捏～
狼若回頭:相信哥啦！安啦！我把你當成自己妹妹捏！▼
",msg_page.html,,
4-5-2-16,旁白,小辛房間-夜.jpg,小辛.png,好像是真的有這麼回事，他既然都說會守信用了，又說有法律效力，小辛又挑了一張包得像粽子一樣的照片，應該沒問題吧。▼,,,,,
4-5-2-17,,小辛房間-夜.jpg,小辛.png,小辛:那我傳囉。▼,"我覺得應該沒什麼問題，傳吧。=>4-5-3
欸欸欸等一下，先不要！=>4-5-7",4-5-3 小辛結局,option.html,,
4-5-3,小辛房間,小辛房間-夜.jpg,,,,,,,
4-5-3-1,旁白,小辛房間-夜.jpg,小辛.png,"小辛把照片傳出去了，她看起來很緊張。▼
團長:沒事啦，一張照片而已，我們班那個阿玫在IG放了超過一百張照片都沒事，不要擔心。▼
小辛點點頭，看起來一臉驚恐。▼",,,,,
4-5-3-2,,小辛房間-夜.jpg,tiktok_4532.gif,,,"狼若回頭:唉呦，很可愛捏。
狼若回頭:今年過年拍的喔？
狼若回頭:讓我猜猜，你讀玩轉國小？
狼若回頭:個子那麼高，你應該五六年級齁？▼
",msg_page.html,,
4-5-3-3,旁白,小辛房間-夜.jpg,,"我跟小辛嚇到了，他怎麼知道？▼
我趕緊看了一下照片，發現不妙。
這張照片是在學校附近拍的，而且後面玻璃的倒影，看的到幫小辛拍照的同學，腳邊放著我們學校的書包……
這個這麼小一點點，怎麼會被注意到？太扯了！▼",,,,,
4-5-3-4,,,tiktok_4534.gif,,,"狼若回頭:妳六年三班喔？
狼若回頭:你同學的ＩＧ有你照片捏！▼
",msg_page.html,,
4-5-3-5,旁白,小辛房間-夜.jpg,,"他貼了一張照片，是我們一群同學的合照，裡面有小辛。▼
越來越恐怖了……▼",,,,,
4-5-3-6,,,tiktok_4536.gif,,,"狼若回頭:喔你同學ＩＧ裡面找的到好多其他同學的ＩＧ捏？
狼若回頭:阿怎麼沒有你的？你人緣不好捏？
狼若回頭:這個阿玫也很漂亮捏！▼
",msg_page.html,,
4-5-3-7,旁白,小辛房間-夜.jpg,,"事情越來越糟糕了，小辛哭了出來。
我感覺非常不舒服。▼",,,,,
4-5-3-8,,,tiktok_4538.gif,,,"狼若回頭:我要看你自拍的照片，現在馬上再拍一張照片給我 。
狼若回頭:不然我會去你們班找你
狼若回頭:或是去找你同學
狼若回頭:如果你同學怎樣就都是你害的
狼若回頭:不想要我去找你的話就現在馬上拍照片
狼若回頭:哥很講信用，不要擔心捏
狼若回頭:小～辛同學～▼
",msg_page.html,,
4-5-3-9,旁白,小辛房間-夜.jpg,,"我做過很多錯事，但現在可能是最嚴重的一件。
小辛大哭起來，我開始慌了。▼
 
我們犯了很大的錯。▼",,,,,
4-5-3-10,,小辛房間-夜.jpg,小辛.png,"小辛:我……我要不要先封鎖他……▼
團長:不行，先把訊息截圖，我們現在去跟大人說，立刻馬上！▼(接小辛結局p1)",,,,,
4-5-4,學校,學校門口-日.jpg,,,,,,,
4-5-4-1,旁白,學校門口-日.jpg,,"我們馬上跟小辛的媽媽報告，小辛媽媽嚇了一大跳，馬上帶著小辛去報警。▼
隔天小辛媽媽帶著小辛來找老師，老師把我們所有人都叫來集合。▼",,,,,
4-5-4-2,,學校門口-日.jpg,老師.png,"老師:誰要跟我報告發生了什麼事。▼
團長:老師，對不起，請讓我報告。▼
我把網拍幫的事情、包裹的事情還有兜音的事情，一五一十地跟老師報告。
老師一臉平靜地問了我們幾個問題，像是什麼時候發生的、我們做了哪些事等。▼   
老師:為什麼不早點跟老師講？▼   
小辛沒說話，一直哭。▼
團長:老師對不起……我們怕被罵。▼   
老師:唉！這些都是學校之前宣導過的事情……你們如果記得宣導內容，事情就不會變得那麼嚴重。▼ 
老師:總之先解決問題，其他事之後再討論，你們先回位子上，放學的時候來老師這邊。▼   ",,,,,
4-5-4-3,旁白,學校門口-日.jpg,,"老師去了學務處一趟，然後回來打了好幾通電話，應該是打給我們的爸媽。   
我緊張到手心都是汗，但如今也只能這樣。▼ 
",,,,,
4-5-5,便利商店,便利商店.jpg,,,,便利商店(夕),,,
4-5-5-1,旁白,便利商店.jpg,,"放學後，我注意到校門口有警察。▼
我們就像母雞帶小雞一樣跟在老師的背後，去了我們常去取貨的便利商店。▼   
看到旁邊一直飄來好奇的目光，好丟臉！▼   
老師請店員拿包裹過來，店員一臉尷尬的看著我們，真的好丟臉！▼   
我的臉脹得通紅，偷瞄了一下大家，所有人都把頭低到最低，看來我並不孤單……   
我不敢再來這間店買東西了……▼   
老師請店員協助處理之後，花了一些時間跟我們解釋了什麼是包裹詐騙，以及網路安全的重要性。   ",,便利商店(夕),,,
4-5-5-2,旁白,便利商店.jpg,,"
之後老師把我們一一送回家，並且告訴了家人這件事情的始末。   
我們全部都被家人狠狠地罵了一頓。▼   
",,便利商店(夕),,,
4-5-6,學校,學校門口-日.jpg,,,,,,,
4-5-6-1,旁白,學校門口-日.jpg,,"隔天來學校的時候，老師叫我們幾個集合。▼   
   
老師詢問小辛是否願意藉由這次的事件，跟班上的同學分享個資安全的重要性。
小辛答應了，她很擔心那個哥會去找其他同學麻煩，小辛覺得都是她的錯，很怕真的害大家遇到危險。▼

老師跟我們解釋什麼叫做肉搜，也告訴我們為什麼肉搜很危險。
老師也跟小辛說，興趣並不可恥，每個人都可以正大光明的喜歡自己的興趣，喜歡自己。 ▼
  
我們扎扎實實的上了一堂關於網路安全的宣導，其實當初我們應該可以做出更好的選擇。▼ 
",,,,,
4-5-6-2,旁白,學校門口-日.jpg,,"之後， 
子柔的漫畫被沒收。▼   
阿高因為疑似勒索同學被叫去學務處，但我相信阿高不可能做這種事。▼   
阿哲的景品收藏被收進倉庫。▼   
小辛的兜音帳號關起來了，但聽說他跟爸爸媽媽一起開了一個新的頻道。▼   
我們的帳號被沒收了，網拍幫正式解散。▼",,,,,
4-5-6-3,旁白,學校門口-日.jpg,,"唯一的好消息是，後來那個哥被抓到了。▼   
聽說真的在我們學校附近被警察抓，有夠恐怖！▼   
",,,,,
4-5-6-4,,學校教室-日.jpg,黑幕,"事情結束了。▼
網拍幫的群組沒人再說過話。
我們也不敢再去那間便利商店喝飲料聊天。
感覺有點寂寞。▼   
往好處想，我們都平安，沒有發生更嚴重的事情，已經夠幸運了。   
但我總是不免去想，如果當初能夠做出其他選擇，事情會不會有不同的發展。▼   
訊息！ 
實在不該人家要什麼訊息就給人家。   
唉，網路好可怕。▼   
",,,,,
4-5-6-5,,黑幕,,終。,"重新開始=>play
再做一次選擇=>4-1-1",小辛結局,option.html,,
4-5-7,旁白,小辛房間-夜.jpg,小辛.png,"我阻止了小辛。▼   
團長:我覺得這個人是個噁男「捏」！▼   
小辛看我的眼神像是看到什麼髒東西。▼   
團長:你知道噁男要是拿到你的照片會怎樣嗎？▼   
團長:他會像這樣一直舔一直舔「捏」！▼   
我對小辛抖動舌頭，她感覺快要吐了。▼
小辛:唉噁！▼ 
團長:而且老師說過不要隨便讓陌生人知道你長怎樣。▼ 
小辛:我寧願掉粉也不想再看到你那張舔舔臉。▼  
團長:封鎖他吧。▼
小辛:謝謝你，團長。▼   ",,,,,
4-5-7-1,旁白,小辛房間-夜.jpg,,"我對小辛吐了舌頭，馬上挨了她一拳。▼   
為了守護網拍幫的大家，這次一定要做對的選擇。▼
",(4-1-2),,,,
